pump_id,timestamp,vibration_rms_g,vibration_peak_freq_hz,temperature_c,acoustic_level_db,current_draw_a,vibration_rms_roll_mean_6h,vibration_rms_roll_std_6h,RUL_days,right_censored,failure_mode_label,anomaly_label,data_split
PUMP_03,2026-03-02 11:00:00,0.1422,49.84,34.08,57.04,4.015,0.1577,0.02,53.54,False,Normal,0,train
PUMP_03,2026-03-02 12:00:00,0.1624,50.66,33.21,58.07,3.926,0.1563,0.0191,53.5,False,Normal,0,train
PUMP_03,2026-03-02 13:00:00,0.1491,52.37,33.94,55.12,3.994,0.1577,0.018,53.46,False,Normal,0,train
PUMP_03,2026-03-02 14:00:00,0.1734,50.32,33.87,57.69,3.931,0.1601,0.0191,53.42,False,Normal,0,train
PUMP_03,2026-03-02 15:00:00,0.1393,50.06,34.07,59.9,3.891,0.1516,0.0135,53.38,False,Normal,0,train
PUMP_03,2026-03-02 16:00:00,0.1424,50.1,32.82,56.07,3.869,0.1515,0.0136,53.33,False,Normal,0,train
PUMP_03,2026-03-02 17:00:00,0.1451,48.49,33.45,57.18,4.008,0.152,0.0132,53.29,False,Normal,0,train
PUMP_03,2026-03-02 18:00:00,0.1239,49.43,33.7,58.71,4.088,0.1455,0.0162,53.25,False,Normal,0,train
PUMP_03,2026-03-02 19:00:00,0.1209,49.77,34.3,58.98,4.078,0.1408,0.0188,53.21,False,Normal,0,train
PUMP_03,2026-03-02 20:00:00,0.1205,50.15,32.84,58.07,4.002,0.132,0.0114,53.17,False,Normal,0,train
PUMP_03,2026-03-02 21:00:00,0.0933,52.07,34.83,57.78,4.114,0.1244,0.0187,53.12,False,Normal,0,train
PUMP_03,2026-03-02 22:00:00,0.1437,51.39,34.75,59.98,3.957,0.1246,0.019,53.08,False,Normal,0,train
PUMP_03,2026-03-02 23:00:00,0.1279,49.12,33.4,58.26,4.066,0.1217,0.0163,53.04,False,Normal,0,train
PUMP_03,2026-03-03 00:00:00,0.1419,49.96,35.48,56.73,3.961,0.1247,0.0184,53.0,False,Normal,0,train
PUMP_03,2026-03-03 01:00:00,0.1679,52.1,34.14,58.14,3.942,0.1325,0.0252,52.96,False,Normal,0,train
PUMP_03,2026-03-03 02:00:00,0.1408,47.41,33.93,57.84,4.065,0.1359,0.0246,52.92,False,Normal,0,train
PUMP_03,2026-03-03 03:00:00,0.1674,49.66,34.36,57.47,4.035,0.1483,0.016,52.88,False,Normal,0,train
PUMP_03,2026-03-03 04:00:00,0.135,48.04,34.25,55.98,4.05,0.1468,0.0169,52.83,False,Normal,0,train
PUMP_03,2026-03-03 05:00:00,0.1494,53.67,34.07,57.99,3.881,0.1504,0.0141,52.79,False,Normal,0,train
PUMP_03,2026-03-03 06:00:00,0.1861,51.16,33.35,58.7,4.082,0.1578,0.0194,52.75,False,Normal,0,train
PUMP_03,2026-03-03 07:00:00,0.1532,49.26,33.74,58.9,4.054,0.1553,0.0187,52.71,False,Normal,0,train
PUMP_03,2026-03-03 08:00:00,0.178,49.95,34.21,58.01,3.968,0.1615,0.0191,52.67,False,Normal,0,train
PUMP_03,2026-03-03 09:00:00,0.1924,48.77,34.5,58.04,4.047,0.1657,0.023,52.62,False,Normal,0,train
PUMP_03,2026-03-03 10:00:00,0.1487,52.99,34.86,57.33,4.088,0.168,0.0198,52.58,False,Normal,0,train
PUMP_03,2026-03-03 11:00:00,0.1426,46.56,33.73,59.16,3.941,0.1668,0.0212,52.54,False,Normal,0,train
PUMP_03,2026-03-03 12:00:00,0.1176,50.49,34.05,56.57,3.942,0.1554,0.0265,52.5,False,Normal,0,train
PUMP_03,2026-03-03 13:00:00,0.1518,49.89,33.6,57.37,3.977,0.1552,0.0266,52.46,False,Normal,0,train
PUMP_03,2026-03-03 14:00:00,0.1507,48.46,34.66,57.03,3.822,0.1506,0.0241,52.42,False,Normal,0,train
PUMP_03,2026-03-03 15:00:00,0.1545,49.62,33.81,57.87,4.026,0.1443,0.0137,52.38,False,Normal,0,train
PUMP_03,2026-03-03 16:00:00,0.1622,47.57,33.65,59.58,4.073,0.1466,0.0155,52.33,False,Normal,0,train
PUMP_03,2026-03-03 17:00:00,0.125,52.35,34.04,56.57,4.046,0.1436,0.0179,52.29,False,Normal,0,train
PUMP_03,2026-03-03 18:00:00,0.1681,50.04,33.0,58.34,4.038,0.152,0.0148,52.25,False,Normal,0,train
PUMP_03,2026-03-03 19:00:00,0.1361,51.37,34.32,58.36,4.082,0.1494,0.0162,52.21,False,Normal,0,train
PUMP_03,2026-03-03 20:00:00,0.1468,49.27,33.81,56.84,3.992,0.1488,0.0162,52.17,False,Normal,0,train
PUMP_03,2026-03-03 21:00:00,0.1419,52.02,35.66,57.77,3.874,0.1467,0.0162,52.12,False,Normal,0,train
PUMP_03,2026-03-03 22:00:00,0.1334,50.05,33.63,56.92,4.01,0.1419,0.0148,52.08,False,Normal,0,train
PUMP_03,2026-03-03 23:00:00,0.1294,51.61,33.84,58.12,4.104,0.1426,0.0139,52.04,False,Normal,0,train
PUMP_03,2026-03-04 00:00:00,0.1532,50.85,34.61,57.86,4.029,0.1401,0.0089,52.0,False,Normal,0,train
PUMP_03,2026-03-04 01:00:00,0.1381,49.95,34.47,59.81,3.97,0.1405,0.0087,51.96,False,Normal,0,train
PUMP_03,2026-03-04 02:00:00,0.1517,51.5,34.62,57.08,4.063,0.1413,0.0096,51.92,False,Normal,0,train
PUMP_03,2026-03-04 03:00:00,0.1509,56.28,33.83,57.79,4.031,0.1428,0.0104,51.88,False,Normal,0,train
PUMP_03,2026-03-04 04:00:00,0.1532,48.3,33.31,57.55,3.983,0.1461,0.01,51.83,False,Normal,0,train
PUMP_03,2026-03-04 05:00:00,0.1327,49.82,35.6,59.63,4.01,0.1466,0.0089,51.79,False,Normal,0,train
PUMP_03,2026-03-04 06:00:00,0.1125,48.06,34.31,57.41,3.975,0.1398,0.0158,51.75,False,Normal,0,train
PUMP_03,2026-03-04 07:00:00,0.1722,50.62,34.14,56.93,4.049,0.1455,0.0205,51.71,False,Normal,0,train
PUMP_03,2026-03-04 08:00:00,0.1755,50.34,34.48,57.07,3.928,0.1495,0.0239,51.67,False,Normal,0,train
PUMP_03,2026-03-04 09:00:00,0.1186,52.91,33.22,57.05,4.026,0.1441,0.027,51.62,False,Normal,0,train
PUMP_03,2026-03-04 10:00:00,0.1613,49.62,33.73,57.3,4.07,0.1455,0.0277,51.58,False,Normal,0,train
PUMP_03,2026-03-04 11:00:00,0.1558,51.43,33.37,56.97,4.019,0.1493,0.0272,51.54,False,Normal,0,train
PUMP_03,2026-03-04 12:00:00,0.1301,46.88,34.1,58.02,4.02,0.1522,0.023,51.5,False,Normal,0,train
PUMP_03,2026-03-04 13:00:00,0.1609,50.23,33.17,56.44,4.006,0.1504,0.0215,51.46,False,Normal,0,train
PUMP_03,2026-03-04 14:00:00,0.1621,48.7,34.4,58.69,4.043,0.1481,0.0189,51.42,False,Normal,0,train
PUMP_03,2026-03-04 15:00:00,0.1588,50.89,34.71,58.05,3.971,0.1548,0.0123,51.38,False,Normal,0,train
PUMP_03,2026-03-04 16:00:00,0.1675,51.73,34.69,59.95,3.99,0.1559,0.0132,51.33,False,Normal,0,train
PUMP_03,2026-03-04 17:00:00,0.1553,49.1,34.26,58.56,3.928,0.1558,0.0132,51.29,False,Normal,0,train
PUMP_03,2026-03-04 18:00:00,0.1275,50.81,34.12,58.44,3.978,0.1553,0.0142,51.25,False,Normal,0,train
PUMP_03,2026-03-04 19:00:00,0.1406,49.46,33.75,60.41,3.84,0.152,0.015,51.21,False,Normal,0,train
PUMP_03,2026-03-04 20:00:00,0.1471,50.07,34.27,58.52,4.002,0.1495,0.0142,51.17,False,Normal,0,train
PUMP_03,2026-03-04 21:00:00,0.1657,50.62,33.93,57.74,4.049,0.1506,0.0154,51.12,False,Normal,0,train
PUMP_03,2026-03-04 22:00:00,0.1412,48.49,32.88,56.96,3.995,0.1462,0.0132,51.08,False,Normal,0,train
PUMP_03,2026-03-04 23:00:00,0.1379,48.5,33.63,59.74,4.074,0.1433,0.0127,51.04,False,Normal,0,train
PUMP_03,2026-03-05 00:00:00,0.1252,51.3,34.48,56.79,4.107,0.143,0.0133,51.0,False,Normal,0,train
PUMP_03,2026-03-05 01:00:00,0.1657,48.98,33.32,56.63,3.999,0.1471,0.0161,50.96,False,Normal,0,train
PUMP_03,2026-03-05 02:00:00,0.1581,51.92,33.31,56.64,3.92,0.149,0.0167,50.92,False,Normal,0,train
PUMP_03,2026-03-05 03:00:00,0.1441,47.34,33.88,57.1,4.087,0.1454,0.0145,50.88,False,Normal,0,train
PUMP_03,2026-03-05 04:00:00,0.1702,51.4,32.7,58.05,4.071,0.1502,0.0174,50.83,False,Normal,0,train
PUMP_03,2026-03-05 05:00:00,0.1546,50.01,34.44,57.69,4.036,0.153,0.0164,50.79,False,Normal,0,train
PUMP_03,2026-03-05 06:00:00,0.1401,49.86,34.38,58.63,3.958,0.1555,0.0118,50.75,False,Normal,0,train
PUMP_03,2026-03-05 07:00:00,0.1796,50.22,34.57,56.69,4.03,0.1578,0.0151,50.71,False,Normal,0,train
PUMP_03,2026-03-05 08:00:00,0.1277,47.83,34.13,56.95,3.975,0.1527,0.0194,50.67,False,Normal,0,train
PUMP_03,2026-03-05 09:00:00,0.1592,51.68,33.49,58.18,3.941,0.1552,0.0191,50.62,False,Normal,0,train
PUMP_03,2026-03-05 10:00:00,0.1533,49.35,33.26,56.84,4.029,0.1524,0.0176,50.58,False,Normal,0,train
PUMP_03,2026-03-05 11:00:00,0.128,48.75,34.33,56.37,3.922,0.148,0.0201,50.54,False,Normal,0,train
PUMP_03,2026-03-05 12:00:00,0.1549,53.25,34.43,56.16,4.06,0.1504,0.0199,50.5,False,Normal,0,train
PUMP_03,2026-03-05 13:00:00,0.137,49.48,33.33,57.94,4.023,0.1434,0.0142,50.46,False,Normal,0,train
PUMP_03,2026-03-05 14:00:00,0.1703,48.7,33.25,57.92,3.991,0.1504,0.0154,50.42,False,Normal,0,train
PUMP_03,2026-03-05 15:00:00,0.158,51.22,33.99,57.86,3.997,0.1502,0.0153,50.38,False,Normal,0,train
PUMP_03,2026-03-05 16:00:00,0.1447,50.4,34.08,59.46,3.914,0.1488,0.0153,50.33,False,Normal,0,train
PUMP_03,2026-03-05 17:00:00,0.103,51.51,34.56,58.36,3.919,0.1446,0.0234,50.29,False,Normal,0,train
PUMP_03,2026-03-05 18:00:00,0.1317,50.13,34.4,58.0,4.139,0.1408,0.0233,50.25,False,Normal,0,train
PUMP_03,2026-03-05 19:00:00,0.1308,51.43,33.95,59.62,3.988,0.1398,0.0236,50.21,False,Normal,0,train
PUMP_03,2026-03-05 20:00:00,0.1595,53.08,34.62,59.17,3.886,0.138,0.0211,50.17,False,Normal,0,train
PUMP_03,2026-03-05 21:00:00,0.1456,48.86,33.79,57.12,4.073,0.1359,0.0193,50.12,False,Normal,0,train
PUMP_03,2026-03-05 22:00:00,0.1498,49.31,33.81,59.0,3.918,0.1367,0.0198,50.08,False,Normal,0,train
PUMP_03,2026-03-05 23:00:00,0.1627,47.6,34.51,60.13,4.046,0.1467,0.0135,50.04,False,Normal,0,train
PUMP_03,2026-03-06 00:00:00,0.1745,50.57,34.57,60.13,4.118,0.1538,0.0152,50.0,False,Normal,0,train
PUMP_03,2026-03-06 01:00:00,0.1745,50.19,34.59,59.17,3.983,0.1611,0.0121,49.96,False,Normal,0,train
PUMP_03,2026-03-06 02:00:00,0.1632,51.89,33.89,58.47,4.093,0.1617,0.0121,49.92,False,Normal,0,train
PUMP_03,2026-03-06 03:00:00,0.153,49.96,34.04,58.35,4.059,0.163,0.0104,49.88,False,Normal,0,train
PUMP_03,2026-03-06 04:00:00,0.1652,49.87,33.48,59.75,4.126,0.1655,0.0081,49.83,False,Normal,0,train
PUMP_03,2026-03-06 05:00:00,0.1592,50.29,34.54,56.39,4.047,0.1649,0.0085,49.79,False,Normal,0,train
PUMP_03,2026-03-06 06:00:00,0.1718,49.65,33.65,59.52,3.958,0.1645,0.0079,49.75,False,Normal,0,train
PUMP_03,2026-03-06 07:00:00,0.1511,50.55,32.8,58.16,3.833,0.1606,0.0078,49.71,False,Normal,0,train
PUMP_03,2026-03-06 08:00:00,0.1722,50.34,33.74,56.89,3.937,0.1621,0.0091,49.67,False,Normal,0,train
PUMP_03,2026-03-06 09:00:00,0.1578,50.81,33.49,56.58,3.96,0.1629,0.0084,49.62,False,Normal,0,train
PUMP_03,2026-03-06 10:00:00,0.1608,49.66,32.38,55.95,4.079,0.1621,0.0083,49.58,False,Normal,0,train
PUMP_03,2026-03-06 11:00:00,0.1346,50.83,33.66,58.68,4.097,0.158,0.0141,49.54,False,Normal,0,train
PUMP_03,2026-03-06 12:00:00,0.1459,50.93,34.47,60.31,3.912,0.1537,0.013,49.5,False,Normal,0,train
PUMP_03,2026-03-06 13:00:00,0.1541,49.51,34.25,57.4,4.098,0.1542,0.0129,49.46,False,Normal,0,train
PUMP_03,2026-03-06 14:00:00,0.1423,49.88,34.25,56.98,3.938,0.1492,0.01,49.42,False,Normal,0,train
PUMP_03,2026-03-06 15:00:00,0.1077,49.74,34.86,59.45,3.933,0.1409,0.0187,49.38,False,Normal,0,train
PUMP_03,2026-03-06 16:00:00,0.1228,48.16,33.65,58.14,3.889,0.1346,0.0169,49.33,False,Normal,0,train
PUMP_03,2026-03-06 17:00:00,0.1455,49.27,33.31,59.51,4.027,0.1364,0.0175,49.29,False,Normal,0,train
PUMP_03,2026-03-06 18:00:00,0.1626,51.14,34.3,56.83,3.953,0.1392,0.0204,49.25,False,Normal,0,train
PUMP_03,2026-03-06 19:00:00,0.1369,51.27,34.21,58.78,4.105,0.1363,0.019,49.21,False,Normal,0,train
PUMP_03,2026-03-06 20:00:00,0.134,50.51,33.24,60.18,3.927,0.1349,0.0188,49.17,False,Normal,0,train
PUMP_03,2026-03-06 21:00:00,0.1587,48.48,33.89,56.74,4.059,0.1434,0.0152,49.12,False,Normal,0,train
PUMP_03,2026-03-06 22:00:00,0.1452,51.47,34.32,57.62,3.903,0.1472,0.0115,49.08,False,Normal,0,train
PUMP_03,2026-03-06 23:00:00,0.1586,52.78,34.16,57.57,4.083,0.1493,0.0123,49.04,False,Normal,0,train
PUMP_03,2026-03-07 00:00:00,0.1456,50.89,34.44,58.9,4.009,0.1465,0.0105,49.0,False,Normal,0,train
PUMP_03,2026-03-07 01:00:00,0.1465,50.0,33.6,59.51,4.023,0.1481,0.0094,48.96,False,Normal,0,train
PUMP_03,2026-03-07 02:00:00,0.1673,48.7,33.15,57.18,3.971,0.1536,0.0092,48.92,False,Normal,0,train
PUMP_03,2026-03-07 03:00:00,0.1672,49.98,33.45,61.0,3.967,0.1551,0.0107,48.88,False,Normal,0,train
PUMP_03,2026-03-07 04:00:00,0.1538,49.26,34.52,58.07,4.04,0.1565,0.0096,48.83,False,Normal,0,train
PUMP_03,2026-03-07 05:00:00,0.1428,49.7,34.62,57.32,4.145,0.1539,0.011,48.79,False,Normal,0,train
PUMP_03,2026-03-07 06:00:00,0.135,51.93,33.9,59.71,3.916,0.1521,0.0132,48.75,False,Normal,0,train
PUMP_03,2026-03-07 07:00:00,0.1366,51.32,34.91,58.17,3.973,0.1504,0.0146,48.71,False,Normal,0,train
PUMP_03,2026-03-07 08:00:00,0.1492,49.49,33.9,57.55,3.951,0.1474,0.0121,48.67,False,Normal,0,train
PUMP_03,2026-03-07 09:00:00,0.1618,50.13,33.69,57.35,3.879,0.1465,0.0104,48.62,False,Normal,0,train
PUMP_03,2026-03-07 10:00:00,0.13,49.99,33.15,60.52,3.878,0.1426,0.0115,48.58,False,Normal,0,train
PUMP_03,2026-03-07 11:00:00,0.1286,49.35,33.95,56.81,3.941,0.1402,0.0129,48.54,False,Normal,0,train
PUMP_03,2026-03-07 12:00:00,0.1557,47.98,34.64,59.35,3.968,0.1436,0.0139,48.5,False,Normal,0,train
PUMP_03,2026-03-07 13:00:00,0.1709,51.24,34.76,57.03,4.113,0.1494,0.0171,48.46,False,Normal,0,train
PUMP_03,2026-03-07 14:00:00,0.1613,51.77,34.64,57.25,4.079,0.1514,0.0178,48.42,False,Normal,0,train
PUMP_03,2026-03-07 15:00:00,0.1153,49.09,34.3,57.9,3.934,0.1436,0.022,48.38,False,Normal,0,train
PUMP_03,2026-03-07 16:00:00,0.1472,49.02,34.96,58.56,4.062,0.1465,0.0209,48.33,False,Normal,0,train
PUMP_03,2026-03-07 17:00:00,0.1547,51.36,33.42,56.03,3.936,0.1509,0.0191,48.29,False,Normal,0,train
PUMP_03,2026-03-07 18:00:00,0.1326,49.0,34.71,57.35,3.993,0.147,0.0202,48.25,False,Normal,0,train
PUMP_03,2026-03-07 19:00:00,0.1368,47.92,34.17,59.23,4.026,0.1413,0.0167,48.21,False,Normal,0,train
PUMP_03,2026-03-07 20:00:00,0.1463,49.33,34.13,59.23,4.169,0.1388,0.014,48.17,False,Normal,0,train
PUMP_03,2026-03-07 21:00:00,0.1502,52.03,33.15,57.65,4.022,0.1446,0.0083,48.12,False,Normal,0,train
PUMP_03,2026-03-07 22:00:00,0.1507,49.21,34.2,56.59,3.882,0.1452,0.0087,48.08,False,Normal,0,train
PUMP_03,2026-03-07 23:00:00,0.1583,49.03,34.69,58.26,4.06,0.1458,0.0095,48.04,False,Normal,0,train
PUMP_03,2026-03-08 00:00:00,0.1532,49.29,32.72,59.0,4.091,0.1492,0.0073,48.0,False,Normal,0,train
PUMP_03,2026-03-08 01:00:00,0.1432,48.27,34.48,58.22,4.071,0.1503,0.0053,47.96,False,Normal,0,train
PUMP_03,2026-03-08 02:00:00,0.1483,48.02,32.63,59.69,3.92,0.1506,0.005,47.92,False,Normal,0,train
PUMP_03,2026-03-08 03:00:00,0.1454,49.61,33.15,57.68,4.01,0.1498,0.0055,47.88,False,Normal,0,train
PUMP_03,2026-03-08 04:00:00,0.1517,47.9,33.94,56.42,3.999,0.15,0.0055,47.83,False,Normal,0,train
PUMP_03,2026-03-08 05:00:00,0.1681,49.4,34.95,57.29,4.142,0.1516,0.0089,47.79,False,Normal,0,train
PUMP_03,2026-03-08 06:00:00,0.1484,50.4,33.92,58.0,4.049,0.1509,0.0089,47.75,False,Normal,0,train
PUMP_03,2026-03-08 07:00:00,0.1757,50.57,34.28,57.16,4.137,0.1563,0.0125,47.71,False,Normal,0,train
PUMP_03,2026-03-08 08:00:00,0.1438,49.79,33.45,57.38,3.943,0.1555,0.0132,47.67,False,Normal,0,train
PUMP_03,2026-03-08 09:00:00,0.1601,48.2,33.88,59.15,3.983,0.158,0.0123,47.62,False,Normal,0,train
PUMP_03,2026-03-08 10:00:00,0.1675,49.38,33.97,57.03,3.957,0.1606,0.0124,47.58,False,Normal,0,train
PUMP_03,2026-03-08 11:00:00,0.1593,50.52,34.98,56.4,4.078,0.1591,0.0118,47.54,False,Normal,0,train
PUMP_03,2026-03-08 12:00:00,0.1223,50.93,33.55,58.97,4.091,0.1548,0.0191,47.5,False,Normal,0,train
PUMP_03,2026-03-08 13:00:00,0.1494,49.59,33.6,58.77,4.031,0.1504,0.0161,47.46,False,Normal,0,train
PUMP_03,2026-03-08 14:00:00,0.1339,48.94,34.65,56.76,4.008,0.1488,0.0174,47.42,False,Normal,0,train
PUMP_03,2026-03-08 15:00:00,0.1231,50.12,33.85,58.85,4.033,0.1426,0.019,47.38,False,Normal,0,train
PUMP_03,2026-03-08 16:00:00,0.1447,49.47,34.07,56.64,3.889,0.1388,0.0149,47.33,False,Normal,0,train
PUMP_03,2026-03-08 17:00:00,0.1216,48.47,34.26,57.13,3.967,0.1325,0.0122,47.29,False,Normal,0,train
PUMP_03,2026-03-08 18:00:00,0.1437,50.46,33.62,56.67,3.974,0.1361,0.0118,47.25,False,Normal,0,train
PUMP_03,2026-03-08 19:00:00,0.1622,50.03,32.77,57.45,3.999,0.1382,0.0153,47.21,False,Normal,0,train
PUMP_03,2026-03-08 20:00:00,0.1459,48.34,34.65,58.68,3.948,0.1402,0.0154,47.17,False,Normal,0,train
PUMP_03,2026-03-08 21:00:00,0.1394,49.05,34.07,58.32,3.932,0.1429,0.013,47.12,False,Normal,0,train
PUMP_03,2026-03-08 22:00:00,0.1426,49.72,33.23,57.02,3.872,0.1426,0.013,47.08,False,Normal,0,train
PUMP_03,2026-03-08 23:00:00,0.1611,47.71,34.47,58.23,4.035,0.1491,0.0099,47.04,False,Normal,0,train
PUMP_03,2026-03-09 00:00:00,0.1454,48.91,35.21,58.46,3.89,0.1494,0.0097,47.0,False,Normal,0,train
PUMP_03,2026-03-09 01:00:00,0.1456,50.95,34.72,59.15,4.08,0.1467,0.0075,46.96,False,Normal,0,train
PUMP_03,2026-03-09 02:00:00,0.141,49.27,35.25,58.43,4.026,0.1458,0.0079,46.92,False,Normal,0,train
PUMP_03,2026-03-09 03:00:00,0.1437,48.8,33.26,58.89,4.071,0.1466,0.0073,46.88,False,Normal,0,train
PUMP_03,2026-03-09 04:00:00,0.1721,51.62,34.15,58.08,3.929,0.1515,0.0123,46.83,False,Normal,0,train
PUMP_03,2026-03-09 05:00:00,0.1524,50.52,34.21,57.02,4.149,0.15,0.0114,46.79,False,Normal,0,train
PUMP_03,2026-03-09 06:00:00,0.1683,51.04,33.93,58.19,4.178,0.1538,0.0133,46.75,False,Normal,0,train
PUMP_03,2026-03-09 07:00:00,0.1692,48.82,33.8,59.46,4.002,0.1578,0.0138,46.71,False,Normal,0,train
PUMP_03,2026-03-09 08:00:00,0.1443,49.57,32.22,59.52,4.031,0.1583,0.0131,46.67,False,Normal,0,train
PUMP_03,2026-03-09 09:00:00,0.1451,49.98,35.02,54.9,3.999,0.1586,0.0128,46.62,False,Normal,0,train
PUMP_03,2026-03-09 10:00:00,0.1637,50.34,33.03,58.75,4.081,0.1572,0.0114,46.58,False,Normal,0,train
PUMP_03,2026-03-09 11:00:00,0.1547,53.43,34.54,57.41,4.063,0.1576,0.0112,46.54,False,Normal,0,train
PUMP_03,2026-03-09 12:00:00,0.1473,50.13,34.01,58.48,3.858,0.154,0.0104,46.5,False,Normal,0,train
PUMP_03,2026-03-09 13:00:00,0.1543,51.63,33.98,56.36,3.934,0.1516,0.0074,46.46,False,Normal,0,train
PUMP_03,2026-03-09 14:00:00,0.1602,53.43,33.88,57.48,4.031,0.1542,0.0072,46.42,False,Normal,0,train
PUMP_03,2026-03-09 15:00:00,0.1423,52.57,34.12,56.08,4.062,0.1538,0.0079,46.38,False,Normal,0,train
PUMP_03,2026-03-09 16:00:00,0.1328,50.24,34.38,57.48,4.012,0.1486,0.01,46.33,False,Normal,0,train
PUMP_03,2026-03-09 17:00:00,0.1421,51.72,34.57,58.73,3.864,0.1465,0.0097,46.29,False,Normal,0,train
PUMP_03,2026-03-09 18:00:00,0.1279,50.19,33.92,58.53,4.045,0.1433,0.0123,46.25,False,Normal,0,train
PUMP_03,2026-03-09 19:00:00,0.1425,49.94,33.28,60.58,4.146,0.1413,0.0111,46.21,False,Normal,0,train
PUMP_03,2026-03-09 20:00:00,0.1414,51.26,33.26,57.38,3.816,0.1382,0.0063,46.17,False,Normal,0,train
PUMP_03,2026-03-09 21:00:00,0.1307,51.33,34.62,56.95,4.075,0.1362,0.0065,46.12,False,Normal,0,train
PUMP_03,2026-03-09 22:00:00,0.1389,50.76,33.84,59.66,4.147,0.1372,0.0063,46.08,False,Normal,0,train
PUMP_03,2026-03-09 23:00:00,0.1425,49.75,33.39,55.94,4.075,0.1373,0.0064,46.04,False,Normal,0,train
PUMP_03,2026-03-10 00:00:00,0.161,49.28,33.55,58.23,3.994,0.1428,0.0099,46.0,False,Normal,0,train
PUMP_03,2026-03-10 01:00:00,0.1395,48.19,33.94,58.6,4.072,0.1423,0.01,45.96,False,Normal,0,train
PUMP_03,2026-03-10 02:00:00,0.1429,50.24,33.23,55.23,3.993,0.1426,0.01,45.92,False,Normal,0,train
PUMP_03,2026-03-10 03:00:00,0.1515,50.35,33.98,56.69,4.043,0.146,0.0086,45.88,False,Normal,0,train
PUMP_03,2026-03-10 04:00:00,0.1671,51.25,34.75,56.36,4.007,0.1508,0.0112,45.83,False,Normal,0,train
PUMP_03,2026-03-10 05:00:00,0.1706,47.81,33.93,59.0,4.009,0.1554,0.0128,45.79,False,Normal,0,train
PUMP_03,2026-03-10 06:00:00,0.1639,50.16,32.94,57.23,3.939,0.1559,0.0131,45.75,False,Normal,0,train
PUMP_03,2026-03-10 07:00:00,0.1704,49.7,34.52,57.69,3.963,0.1611,0.0113,45.71,False,Normal,0,train
PUMP_03,2026-03-10 08:00:00,0.1761,49.91,34.67,56.06,4.13,0.1666,0.0084,45.67,False,Normal,0,train
PUMP_03,2026-03-10 09:00:00,0.1594,51.87,34.7,57.03,3.95,0.1679,0.0058,45.62,False,Normal,0,train
PUMP_03,2026-03-10 10:00:00,0.143,51.92,34.04,57.05,3.844,0.1639,0.0118,45.58,False,Normal,0,train
PUMP_03,2026-03-10 11:00:00,0.1514,51.52,35.4,57.74,4.281,0.1607,0.0122,45.54,False,Normal,0,train
PUMP_03,2026-03-10 12:00:00,0.1296,50.14,34.44,57.63,3.965,0.155,0.0173,45.5,False,Normal,0,train
PUMP_03,2026-03-10 13:00:00,0.1533,49.72,35.79,59.76,3.979,0.1521,0.0156,45.46,False,Normal,0,train
PUMP_03,2026-03-10 14:00:00,0.1376,51.81,34.81,58.83,3.968,0.1457,0.011,45.42,False,Normal,0,train
PUMP_03,2026-03-10 15:00:00,0.1446,52.57,34.72,55.87,4.001,0.1432,0.0088,45.38,False,Normal,0,train
PUMP_03,2026-03-10 16:00:00,0.1401,52.4,33.63,59.22,3.939,0.1428,0.0089,45.33,False,Normal,0,train
PUMP_03,2026-03-10 17:00:00,0.1346,50.73,33.43,59.06,4.119,0.14,0.0083,45.29,False,Normal,0,train
PUMP_03,2026-03-10 18:00:00,0.1434,50.06,34.07,58.08,3.984,0.1423,0.0065,45.25,False,Normal,0,train
PUMP_03,2026-03-10 19:00:00,0.1385,51.04,33.88,59.18,3.916,0.1398,0.0037,45.21,False,Normal,0,train
PUMP_03,2026-03-10 20:00:00,0.1319,51.13,33.68,59.44,3.771,0.1388,0.0049,45.17,False,Normal,0,train
PUMP_03,2026-03-10 21:00:00,0.1265,49.4,33.92,57.42,4.088,0.1358,0.0061,45.12,False,Normal,0,train
PUMP_03,2026-03-10 22:00:00,0.1503,49.71,33.88,56.54,3.965,0.1375,0.0085,45.08,False,Normal,0,train
PUMP_03,2026-03-10 23:00:00,0.1293,54.57,33.62,58.68,4.03,0.1366,0.0091,45.04,False,Normal,0,train
PUMP_03,2026-03-11 00:00:00,0.1769,49.4,34.39,57.02,3.926,0.1422,0.019,45.0,False,Normal,0,train
PUMP_03,2026-03-11 01:00:00,0.1719,51.28,33.55,58.32,4.008,0.1478,0.0223,44.96,False,Normal,0,train
PUMP_03,2026-03-11 02:00:00,0.1312,49.23,33.97,56.75,3.998,0.1477,0.0224,44.92,False,Normal,0,train
PUMP_03,2026-03-11 03:00:00,0.1665,49.81,33.27,59.17,4.074,0.1544,0.0207,44.88,False,Normal,0,train
PUMP_03,2026-03-11 04:00:00,0.1757,48.62,34.06,57.09,4.013,0.1586,0.0223,44.83,False,Normal,0,train
PUMP_03,2026-03-11 05:00:00,0.1509,48.62,34.12,57.75,3.91,0.1622,0.0179,44.79,False,Normal,0,train
PUMP_03,2026-03-11 06:00:00,0.1653,50.93,33.42,57.67,4.192,0.1602,0.0166,44.75,False,Normal,0,train
PUMP_03,2026-03-11 07:00:00,0.1578,50.75,34.04,56.3,4.035,0.1579,0.0155,44.71,False,Normal,0,train
PUMP_03,2026-03-11 08:00:00,0.1689,52.76,33.94,59.3,3.924,0.1642,0.0087,44.67,False,Normal,0,train
